term	reading	sentence	category	source
優先順位評価	ゆうせんじゅんいひょうか	住民説明会の資料では、計画担当者が優先順位評価の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
管理方法	かんりほうほう	議会答弁を準備する過程で、計画担当者が管理方法の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
状態監視保全施設	じょうたいかんしほぜんしせつ	新人研修の実習中に、計画担当者が状態監視保全施設の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
時間計画保全施設	じかんけいかくほぜんしせつ	竣工検査の前日、計画担当者が時間計画保全施設の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
事後保全施設	じごほぜんしせつ	災害訓練の反省会で、計画担当者が事後保全施設の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
目標耐用年数	もくひょうたいようねんすう	委託業者との現場打合せにおいて、計画担当者が目標耐用年数の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
標準耐用年数	ひょうじゅんたいようねんすう	長寿命化計画の見直し時に、計画担当者が標準耐用年数の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
経過年数	けいかねんすう	運転日報を確認したところ、計画担当者が経過年数の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
健全率予測	けんぜんりつよそく	中央監視室の引継ぎで、計画担当者が健全率予測の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
劣化予測	れっかよそく	事故原因の検証会議では、計画担当者が劣化予測の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
劣化曲線	れっかきょくせん	工事完成図との照合時に、計画担当者が劣化曲線の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
改築シナリオ	かいちくしなりお	次年度の実施計画を作る際、計画担当者が改築シナリオの将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
費用平準化	ひようへいじゅんか	施設台帳を更新するため、計画担当者が費用平準化の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
投資平準化	とうしへいじゅんか	関係機関との合同協議で、計画担当者が投資平準化の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
事業量平準化	じぎょうりょうへいじゅんか	休日の応急対応中、計画担当者が事業量平準化の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
ライフサイクルコスト縮減	らいふさいくるこすとしゅくげん	技術提案の審査会で、計画担当者がライフサイクルコスト縮減の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
施設情報管理	しせつじょうほうかんり	定期修繕の発注前に、計画担当者が施設情報管理の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
維持管理情報	いじかんりじょうほう	現地踏査の報告会では、計画担当者が維持管理情報の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
点検調査履歴	てんけんちょうさりれき	浸水被害の聞き取り後、計画担当者が点検調査履歴の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
修繕履歴	しゅうぜんりれき	監査資料を取りまとめる際、計画担当者が修繕履歴の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
改築履歴	かいちくりれき	交代勤務者への申し送りで、計画担当者が改築履歴の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
資産情報	しさんじょうほう	試運転の評価会において、計画担当者が資産情報の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
施設台帳	しせつだいちょう	耐震診断の中間報告では、計画担当者が施設台帳の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
設備台帳	せつびだいちょう	水質異常の第一報を受け、計画担当者が設備台帳の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
固定資産台帳	こていしさんだいちょう	管路調査の成果整理時に、計画担当者が固定資産台帳の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
資産評価	しさんひょうか	予防保全の優先順位を決めるため、計画担当者が資産評価の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
再構築価格	さいこうちくかかく	基本設計の照査で、検査員は再構築価格が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
取得価額	しゅとくかがく	施工計画の協議に先立ち、検査員は取得価額が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
帳簿価額	ちょうぼかがく	夜間工事の安全会議では、検査員は帳簿価額が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
減価償却累計額	げんかしょうきゃくるいけいがく	月例点検の結果を受けて、検査員は減価償却累計額が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
更新基準年数	こうしんきじゅんねんすう	豪雨後の緊急巡視で、検査員は更新基準年数が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
更新投資額	こうしんとうしがく	更新予算の査定時に、検査員は更新投資額が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
財政収支見通し	ざいせいしゅうしみとおし	住民説明会の資料では、検査員は財政収支見通しが仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
更新需要見通し	こうしんじゅようみとおし	議会答弁を準備する過程で、検査員は更新需要見通しが仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
水道施設更新	すいどうしせつこうしん	新人研修の実習中に、検査員は水道施設更新が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
施設規模適正化	しせつきぼてきせいか	竣工検査の前日、検査員は施設規模適正化が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
施設統廃合	しせつとうはいごう	災害訓練の反省会で、検査員は施設統廃合が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
施設再配置	しせつさいはいち	委託業者との現場打合せにおいて、検査員は施設再配置が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
施設能力適正化	しせつのうりょくてきせいか	長寿命化計画の見直し時に、検査員は施設能力適正化が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
耐震性能	たいしんせいのう	運転日報を確認したところ、検査員は耐震性能が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
耐震計算	たいしんけいさん	中央監視室の引継ぎで、検査員は耐震計算が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
耐震設計	たいしんせっけい	事故原因の検証会議では、検査員は耐震設計が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
耐震適合性	たいしんてきごうせい	工事完成図との照合時に、検査員は耐震適合性が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
重要給水施設	じゅうようきゅうすいしせつ	次年度の実施計画を作る際、検査員は重要給水施設が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
重要給水施設管路	じゅうようきゅうすいしせつかんろ	施設台帳を更新するため、検査員は重要給水施設管路が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
基幹管路	きかんかんろ	関係機関との合同協議で、検査員は基幹管路が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
基幹施設	きかんしせつ	休日の応急対応中、検査員は基幹施設が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
基幹管路耐震化率	きかんかんろたいしんかりつ	技術提案の審査会で、検査員は基幹管路耐震化率が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
耐震適合率	たいしんてきごうりつ	定期修繕の発注前に、検査員は耐震適合率が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
耐震化率	たいしんかりつ	現地踏査の報告会では、検査員は耐震化率が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
耐震貯水槽	たいしんちょすいそう	浸水被害の聞き取り後、検査員は耐震貯水槽が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
緊急貯水槽	きんきゅうちょすいそう	監査資料を取りまとめる際、検査員は緊急貯水槽が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
応急給水拠点	おうきゅうきゅうすいきょてん	交代勤務者への申し送りで、検査員は応急給水拠点が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
災害時給水拠点	さいがいじきゅうすいきょてん	試運転の評価会において、検査員は災害時給水拠点が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
応急給水計画	おうきゅうきゅうすいけいかく	耐震診断の中間報告では、検査員は応急給水計画が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
応急復旧計画	おうきゅうふっきゅうけいかく	水質異常の第一報を受け、検査員は応急復旧計画が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
相互応援協定	そうごおうえんきょうてい	管路調査の成果整理時に、検査員は相互応援協定が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
危機管理計画	ききかんりけいかく	予防保全の優先順位を決めるため、検査員は危機管理計画が仕様書どおりか現物で確認したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
業務継続計画	ぎょうむけいぞくけいかく	基本設計の照査で、施工監督員が業務継続計画の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
災害対策訓練	さいがいたいさくくんれん	施工計画の協議に先立ち、施工監督員が災害対策訓練の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
液状化対策	えきじょうかたいさく	夜間工事の安全会議では、施工監督員が液状化対策の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
浮上対策	ふじょうたいさく	月例点検の結果を受けて、施工監督員が浮上対策の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
可とう化	かとうか	豪雨後の緊急巡視で、施工監督員が可とう化の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
耐震壁	たいしんへき	更新予算の査定時に、施工監督員が耐震壁の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
伸縮可とう管	しんしゅくかとうかん	住民説明会の資料では、施工監督員が伸縮可とう管の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
離脱防止	りだつぼうし	議会答弁を準備する過程で、施工監督員が離脱防止の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
地震動	じしんどう	新人研修の実習中に、施工監督員が地震動の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
設計地震動	せっけいじしんどう	竣工検査の前日、施工監督員が設計地震動の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
地盤応答	じばんおうとう	災害訓練の反省会で、施工監督員が地盤応答の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
地盤ひずみ	じばんひずみ	委託業者との現場打合せにおいて、施工監督員が地盤ひずみの出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
管体ひずみ	かんたいひずみ	長寿命化計画の見直し時に、施工監督員が管体ひずみの出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
層間変位	そうかんへんい	運転日報を確認したところ、施工監督員が層間変位の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
下水道総合地震対策計画	げすいどうそうごうじしんたいさくけいかく	中央監視室の引継ぎで、施工監督員が下水道総合地震対策計画の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
下水道業務継続計画	げすいどうぎょうむけいぞくけいかく	事故原因の検証会議では、施工監督員が下水道業務継続計画の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
災害用トイレ	さいがいようといれ	工事完成図との照合時に、施工監督員が災害用トイレの出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
雨水管理方針	うすいかんりほうしん	次年度の実施計画を作る際、施工監督員が雨水管理方針の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
重点対策地区	じゅうてんたいさくちく	施設台帳を更新するため、施工監督員が重点対策地区の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
段階的対策計画	だんかいてきたいさくけいかく	関係機関との合同協議で、施工監督員が段階的対策計画の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
照査降雨	しょうさこうう	休日の応急対応中、施工監督員が照査降雨の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
既往最大降雨	きおうさいだいこうう	技術提案の審査会で、施工監督員が既往最大降雨の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
計画規模降雨	けいかくきぼこうう	定期修繕の発注前に、施工監督員が計画規模降雨の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
浸水シミュレーション	しんすいしみゅれーしょん	現地踏査の報告会では、施工監督員が浸水シミュレーションの出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
内水ハザードマップ	ないすいはざーどまっぷ	浸水被害の聞き取り後、施工監督員が内水ハザードマップの出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
雨水出水浸水想定区域	うすいしゅっすいしんすいそうていくいき	監査資料を取りまとめる際、施工監督員が雨水出水浸水想定区域の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
雨水出水特別警戒水位	うすいしゅっすいとくべつけいかいすいい	交代勤務者への申し送りで、施工監督員が雨水出水特別警戒水位の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
水防法	すいぼうほう	試運転の評価会において、施工監督員が水防法の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
貯留浸透施設	ちょりゅうしんとうしせつ	耐震診断の中間報告では、施工監督員が貯留浸透施設の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
雨水貯留管	うすいちょりゅうかん	水質異常の第一報を受け、施工監督員が雨水貯留管の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
雨水貯留槽	うすいちょりゅうそう	管路調査の成果整理時に、施工監督員が雨水貯留槽の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
地下調節池	ちかちょうせつち	予防保全の優先順位を決めるため、施工監督員が地下調節池の出来形を測定記録に残したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
雨水浸透ます	うすいしんとうます	基本設計の照査で、危機管理担当は雨水浸透ますを含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
浸透トレンチ	しんとうとれんち	施工計画の協議に先立ち、危機管理担当は浸透トレンチを含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
透水性側溝	とうすいせいそっこう	夜間工事の安全会議では、危機管理担当は透水性側溝を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
浸透能力	しんとうのうりょく	月例点検の結果を受けて、危機管理担当は浸透能力を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
浸透量	しんとうりょう	豪雨後の緊急巡視で、危機管理担当は浸透量を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
浸透係数	しんとうけいすう	更新予算の査定時に、危機管理担当は浸透係数を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
飽和透水係数	ほうわとうすいけいすう	住民説明会の資料では、危機管理担当は飽和透水係数を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
地下水位影響	ちかすいいえいきょう	議会答弁を準備する過程で、危機管理担当は地下水位影響を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
流出抑制量	りゅうしゅつよくせいりょう	新人研修の実習中に、危機管理担当は流出抑制量を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
貯留容量	ちょりゅうようりょう	竣工検査の前日、危機管理担当は貯留容量を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
許容放流量	きょようほうりゅうりょう	災害訓練の反省会で、危機管理担当は許容放流量を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
放流先河川	ほうりゅうさきかせん	委託業者との現場打合せにおいて、危機管理担当は放流先河川を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
雨水利用	うすいりよう	長寿命化計画の見直し時に、危機管理担当は雨水利用を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
下水熱利用	げすいねつりよう	運転日報を確認したところ、危機管理担当は下水熱利用を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
下水熱	げすいねつ	中央監視室の引継ぎで、危機管理担当は下水熱を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
下水熱交換器	げすいねつこうかんき	事故原因の検証会議では、危機管理担当は下水熱交換器を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
管路内熱交換器	かんろないねつこうかんき	工事完成図との照合時に、危機管理担当は管路内熱交換器を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
熱回収	ねつかいしゅう	次年度の実施計画を作る際、危機管理担当は熱回収を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
熱需要	ねつじゅよう	施設台帳を更新するため、危機管理担当は熱需要を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
汚泥燃料化	おでいねんりょうか	関係機関との合同協議で、危機管理担当は汚泥燃料化を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
汚泥炭化	おでいたんか	休日の応急対応中、危機管理担当は汚泥炭化を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
汚泥堆肥化	おでいたいひか	技術提案の審査会で、危機管理担当は汚泥堆肥化を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
消化ガス発電	しょうかがすはつでん	定期修繕の発注前に、危機管理担当は消化ガス発電を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
バイオガス発電	ばいおがすはつでん	現地踏査の報告会では、危機管理担当はバイオガス発電を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
リン回収	りんかいしゅう	浸水被害の聞き取り後、危機管理担当はリン回収を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
再生リン	さいせいりん	監査資料を取りまとめる際、危機管理担当は再生リンを含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
肥料原料	ひりょうげんりょう	交代勤務者への申し送りで、危機管理担当は肥料原料を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
汚泥焼却灰	おでいしょうきゃくばい	試運転の評価会において、危機管理担当は汚泥焼却灰を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
焼却灰肥料	しょうきゃくばいひりょう	耐震診断の中間報告では、危機管理担当は焼却灰肥料を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
建設発生土利用	けんせつはっせいどりよう	水質異常の第一報を受け、危機管理担当は建設発生土利用を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
セメント原料化	せめんとげんりょうか	管路調査の成果整理時に、危機管理担当はセメント原料化を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
資源化率	しげんかりつ	予防保全の優先順位を決めるため、危機管理担当は資源化率を含む復旧手順を再点検したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
